date,paxg_price,paxg_total_volume,paxg_market_cap,gold_price,gold_volume,paxg_log_price,gold_log_price,basis,abs_basis,premium_discount_pct,weekday,is_monday,gold_return,paxg_return,tracking_error,basis_change
2026-04-06,4601.414588912729,183802596.72339222,2365734616.813812,4656.7998046875,148,8.434119054531664,8.44608375401617,-0.011964699484506625,0.011964699484506625,-1.1893407081622929,Monday,1,0.0011387268075573331,-0.035506274056729126,0.03664500086428646,-0.03664500086428646
2026-04-07,4641.569074691744,221908390.08471498,2385973208.796211,4657.10009765625,327,8.442807750705281,8.446148236772482,-0.0033404860672003878,0.0033404860672003878,-0.33349128510941417,Tuesday,0,6.448275631143474e-05,0.008688696173617672,0.008624213417306237,0.008624213417306237
2026-04-08,4795.937890094245,331309113.9829235,2465892353.919048,4749.5,405,8.475524565707886,8.465794628330237,0.009729937377649378,0.009729937377649378,0.9777427117432304,Wednesday,0,0.01964639155775494,0.032716815002604704,0.013070423444849766,0.013070423444849766
2026-04-09,4704.687862692964,349658661.9828287,2418699644.9516554,4792.2001953125,1277,8.45631470820198,8.474744915907731,-0.018430207705751656,0.018430207705751656,-1.8261410010611947,Thursday,0,0.00895028757749472,-0.019209857505906314,0.028160145083401034,-0.028160145083401034
2026-04-10,4746.965772432273,282031152.8105149,2440529418.479216,4761.89990234375,812,8.46526090816768,8.468402006738472,-0.0031410985707918115,0.0031410985707918115,-0.3136170481896586,Friday,0,-0.006342909169259059,0.008946199965700785,0.015289109134959844,0.015289109134959844
2026-04-13,4650.832870792135,147863892.73669276,2360407874.730247,4742.39990234375,32,8.444801594541072,8.464298595069556,-0.019497000528483355,0.019497000528483355,-1.93081632585143,Monday,1,-0.004103411668916479,-0.020459313626608022,0.016355901957691543,-0.016355901957691543
2026-04-14,4743.117545670341,310083725.94390935,2408229740.670703,4825.0,288,8.464449908549687,8.481566013773087,-0.017116105223399458,0.017116105223399458,-1.697045685588781,Tuesday,0,0.01726741870353088,0.019648314008614776,0.0023808953050838966,0.0023808953050838966
2026-04-15,4831.440928384209,318747629.45684665,2419448431.331069,4800.0,182,8.482900031013427,8.476371196895983,0.0065288341174447595,0.0065288341174447595,0.6550193413376822,Wednesday,0,-0.0051948168771041026,0.018450122463740115,0.023644939340844218,0.023644939340844218
2026-04-16,4812.99988980301,173489071.24224904,2376265003.195133,4785.39990234375,805,8.479075846407412,8.473324874552453,0.005750971854958209,0.005750971854958209,0.57675404401923,Thursday,0,-0.0030463223435290843,-0.003824184606015635,0.0007778622624865505,-0.0007778622624865505
2026-04-17,4779.056420801179,194672136.39666197,2359176241.467937,4857.60009765625,1902,8.471998404493231,8.488299787865062,-0.016301383371830624,0.016301383371830624,-1.616923486413948,Friday,0,0.014974913312608251,-0.007077441914180582,0.022052355226788833,-0.022052355226788833
2026-04-20,4736.063867681006,122804976.87426417,2338388810.577446,4806.60009765625,724,8.462961662047448,8.477745272766242,-0.014783610718794193,0.014783610718794193,-1.4674869667155874,Monday,1,-0.01055451509881955,-0.00903674244578312,0.001517772653036431,0.001517772653036431
2026-04-21,4807.829633848398,209937345.57519826,2357950832.388979,4698.39990234375,1197,8.478001041695483,8.454977283423307,0.023023758272175954,0.023023758272175954,2.329085088096906,Tuesday,0,-0.02276798934293467,0.015039379648035478,0.03780736899097015,0.03780736899097015
2026-04-22,4729.839890575788,182498462.35578668,2300503295.6606445,4732.5,765,8.461646631140502,8.462208883083479,-0.0005622519429770989,0.0005622519429770989,-0.05620939089724989,Wednesday,0,0.007231599660171284,-0.01635441055498177,0.023586010215153053,-0.023586010215153053
